state,pollster,office_type,start_date,end_date,answer,candidate_id,candidate_name,candidate_party,pct
Kentucky,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
Kentucky,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,55
Kentucky,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,42
Kentucky,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,56
Kansas,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Kansas,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,51
Kansas,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Kansas,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,51
Indiana,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Indiana,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,54
Indiana,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
Indiana,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,55
Illinois,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,58
Illinois,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,39
Illinois,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,57
Illinois,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,41
Idaho,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,40
Idaho,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,57
Idaho,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,40
Idaho,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,58
Iowa,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Iowa,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,48
Iowa,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Iowa,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,50
Hawaii,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,62
Hawaii,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,35
Hawaii,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,63
Hawaii,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,34
Georgia,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Georgia,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,45
Georgia,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Georgia,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,48
Florida,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Florida,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,48
Florida,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Florida,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,50
Delaware,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,63
Delaware,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,35
Delaware,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,62
Delaware,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,37
District of Columbia,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,88
District of Columbia,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,10
District of Columbia,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,89
District of Columbia,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,9
Connecticut,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,63
Connecticut,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,34
Connecticut,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,63
Connecticut,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,35
Colorado,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,60
Colorado,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,38
Colorado,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,59
Colorado,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,40
Arizona,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Arizona,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,45
Arizona,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Arizona,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,46
Arkansas,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,40
Arkansas,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,58
Arkansas,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,38
Arkansas,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,60
Alabama,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,41
Alabama,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,57
Alabama,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,37
Alabama,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,61
Alaska,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Alaska,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,53
Alaska,SurveyMonkey,U.S. President,10/1/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Alaska,SurveyMonkey,U.S. President,10/1/20,10/28/20,Trump,13254,Donald Trump,REP,54
California,SurveyMonkey,U.S. President,9/30/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,61
California,SurveyMonkey,U.S. President,9/30/20,10/28/20,Trump,13254,Donald Trump,REP,36
California,SurveyMonkey,U.S. President,9/30/20,10/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,61
California,SurveyMonkey,U.S. President,9/30/20,10/28/20,Trump,13254,Donald Trump,REP,37
North Carolina,Public Policy Polling,U.S. President,10/26/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
North Carolina,Public Policy Polling,U.S. President,10/26/20,10/27/20,Trump,13254,Donald Trump,REP,47
Montana,Public Policy Polling,U.S. President,10/26/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Montana,Public Policy Polling,U.S. President,10/26/20,10/27/20,Trump,13254,Donald Trump,REP,49
North Carolina,Gravis Marketing,U.S. President,10/26/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
North Carolina,Gravis Marketing,U.S. President,10/26/20,10/27/20,Trump,13254,Donald Trump,REP,46
,Long Island University,U.S. President,10/26/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
,Long Island University,U.S. President,10/26/20,10/27/20,Trump,13254,Donald Trump,REP,36
,YouGov,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,YouGov,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,40
,YouGov,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,54
,YouGov,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,43
,Rasmussen Reports/Pulse Opinion Research,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
,Rasmussen Reports/Pulse Opinion Research,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,48
,SurveyMonkey,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
,SurveyMonkey,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,45
,SurveyMonkey,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,SurveyMonkey,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,47
Pennsylvania,RMG Research,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Pennsylvania,RMG Research,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,45
Michigan,Mitchell Research & Communications,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.4
Michigan,Mitchell Research & Communications,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,42
Michigan,Mitchell Research & Communications,U.S. President,10/25/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,3.2
Michigan,Mitchell Research & Communications,U.S. President,10/25/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,0.4
Florida,Marist College,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Florida,Marist College,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,47
Florida,Marist College,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Florida,Marist College,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,46
,Morning Consult,U.S. President,10/25/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
,Morning Consult,U.S. President,10/25/20,10/27/20,Trump,13254,Donald Trump,REP,44
,IBD/TIPP,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
,IBD/TIPP,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,45.4
,IBD/TIPP,U.S. President,10/23/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,1.6
,IBD/TIPP,U.S. President,10/23/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,0.6
,IBD/TIPP,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
,IBD/TIPP,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,45
Georgia,Monmouth University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Georgia,Monmouth University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,45
Georgia,Monmouth University,U.S. President,10/23/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,2
Georgia,Monmouth University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Georgia,Monmouth University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,46
Georgia,Monmouth University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Georgia,Monmouth University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,48
,Ipsos,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,Ipsos,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,36
,Ipsos,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,Ipsos,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,39
,Ipsos,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
,Ipsos,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,42
,Global Marketing Research Services,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.5
,Global Marketing Research Services,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,38.5
Minnesota,SurveyUSA,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Minnesota,SurveyUSA,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,42
,Suffolk University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,49.5
,Suffolk University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,43
,Suffolk University,U.S. President,10/23/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,1
,Suffolk University,U.S. President,10/23/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,1.3
,Suffolk University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.8
,Suffolk University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,44.3
Maine CD-2,SurveyUSA,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Maine CD-2,SurveyUSA,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,45
Maine CD-2,SurveyUSA,U.S. President,10/23/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,2.2
Maine CD-2,SurveyUSA,U.S. President,10/23/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,1.6
Maine CD-2,SurveyUSA,U.S. President,10/23/20,10/27/20,De La Fuente,13610,Roque De La Fuente,OTH,0.7
Maine CD-2,SurveyUSA,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.4
Maine CD-2,SurveyUSA,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,48.6
Maine CD-1,SurveyUSA,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,59
Maine CD-1,SurveyUSA,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,40
Maine CD-1,SurveyUSA,U.S. President,10/23/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,5
Maine CD-1,SurveyUSA,U.S. President,10/23/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,2
Maine CD-1,SurveyUSA,U.S. President,10/23/20,10/27/20,De La Fuente,13610,Roque De La Fuente,OTH,1
Maine,SurveyUSA,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Maine,SurveyUSA,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,40
Maine,SurveyUSA,U.S. President,10/23/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,2
Maine,SurveyUSA,U.S. President,10/23/20,10/27/20,De La Fuente,13610,Roque De La Fuente,OTH,1
Maine,SurveyUSA,U.S. President,10/23/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,2
North Carolina,Siena College/The New York Times Upshot,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
North Carolina,Siena College/The New York Times Upshot,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,45
North Carolina,Siena College/The New York Times Upshot,U.S. President,10/23/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,2
North Carolina,Siena College/The New York Times Upshot,U.S. President,10/23/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,1
Florida,Quinnipiac University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Florida,Quinnipiac University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,42
Iowa,Quinnipiac University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Iowa,Quinnipiac University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,47
Ohio,Quinnipiac University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Ohio,Quinnipiac University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,43
Pennsylvania,Quinnipiac University,U.S. President,10/23/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Pennsylvania,Quinnipiac University,U.S. President,10/23/20,10/27/20,Trump,13254,Donald Trump,REP,44
South Carolina,Data for Progress,U.S. President,10/22/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
South Carolina,Data for Progress,U.S. President,10/22/20,10/27/20,Trump,13254,Donald Trump,REP,50
South Carolina,Data for Progress,U.S. President,10/22/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,1
South Carolina,Data for Progress,U.S. President,10/22/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,0
North Carolina,Ipsos,U.S. President,10/21/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
North Carolina,Ipsos,U.S. President,10/21/20,10/27/20,Trump,13254,Donald Trump,REP,48
North Carolina,Ipsos,U.S. President,10/21/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
North Carolina,Ipsos,U.S. President,10/21/20,10/27/20,Trump,13254,Donald Trump,REP,48
North Carolina,Ipsos,U.S. President,10/21/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,1
North Carolina,Ipsos,U.S. President,10/21/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,1
North Carolina,Ipsos,U.S. President,10/21/20,10/27/20,West,14699,Kanye West,IND,0
Arizona,Ipsos,U.S. President,10/21/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Arizona,Ipsos,U.S. President,10/21/20,10/27/20,Trump,13254,Donald Trump,REP,46
Arizona,Ipsos,U.S. President,10/21/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Arizona,Ipsos,U.S. President,10/21/20,10/27/20,Trump,13254,Donald Trump,REP,47
Arizona,Ipsos,U.S. President,10/21/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,2
Arizona,Ipsos,U.S. President,10/21/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,0
Arizona,Ipsos,U.S. President,10/21/20,10/27/20,West,14699,Kanye West,IND,1
Florida,Ipsos,U.S. President,10/21/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Florida,Ipsos,U.S. President,10/21/20,10/27/20,Trump,13254,Donald Trump,REP,47
Florida,Ipsos,U.S. President,10/21/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Florida,Ipsos,U.S. President,10/21/20,10/27/20,Trump,13254,Donald Trump,REP,47
Florida,Ipsos,U.S. President,10/21/20,10/27/20,Jorgensen,14611,Jo Jorgensen,LIB,1
Florida,Ipsos,U.S. President,10/21/20,10/27/20,Hawkins,14612,Howie Hawkins,GRE,1
Florida,Ipsos,U.S. President,10/21/20,10/27/20,West,14699,Kanye West,IND,1
,YouGov,U.S. President,10/20/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.6
,YouGov,U.S. President,10/20/20,10/27/20,Trump,13254,Donald Trump,REP,43.5
Virginia,Christopher Newport University,U.S. President,10/15/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Virginia,Christopher Newport University,U.S. President,10/15/20,10/27/20,Trump,13254,Donald Trump,REP,41
,USC Dornsife/Los Angeles Times,U.S. President,10/14/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.64
,USC Dornsife/Los Angeles Times,U.S. President,10/14/20,10/27/20,Trump,13254,Donald Trump,REP,42.15
,USC Dornsife/Los Angeles Times,U.S. President,10/14/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,54.4
,USC Dornsife/Los Angeles Times,U.S. President,10/14/20,10/27/20,Trump,13254,Donald Trump,REP,41.78
,USC Dornsife/Los Angeles Times,U.S. President,10/14/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,53.65
,USC Dornsife/Los Angeles Times,U.S. President,10/14/20,10/27/20,Trump,13254,Donald Trump,REP,42.25
Wyoming,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,32
Wyoming,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,66
Wyoming,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,32
Wyoming,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,66
West Virginia,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,33
West Virginia,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,66
West Virginia,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,33
West Virginia,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,66
Wisconsin,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
Wisconsin,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,42
Wisconsin,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
Wisconsin,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,43
Washington,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,61
Washington,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,37
Washington,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,61
Washington,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,37
Vermont,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,67
Vermont,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,30
Vermont,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,68
Vermont,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,30
Virginia,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,56
Virginia,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,41
Virginia,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
Virginia,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,42
Utah,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
Utah,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,54
Utah,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
Utah,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,54
Tennessee,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Tennessee,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,54
Tennessee,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,42
Tennessee,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,56
South Dakota,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,42
South Dakota,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,55
South Dakota,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,42
South Dakota,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,56
South Carolina,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
South Carolina,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,51
South Carolina,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
South Carolina,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,54
Rhode Island,SurveyMonkey,U.S. President,9/30/20,10/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,67
Rhode Island,SurveyMonkey,U.S. President,9/30/20,10/27/20,Trump,13254,Donald Trump,REP,30
